"Name";"ISIN";"Symbol";"Market";"Trading Currency";"Open";"High";"Low";"Last";"Last Date/Time";"Time Zone";"Volume";"Turnover"
"RAMSAY GEN SANTE";"FR0000044471";"GDS";"Euronext Paris";"EUR";"15.80";"16.10";"15.80";"16.10";"13/02/2018 17:35";"CET";"366";"5795.10"
"RANDSTAD";"NL0000379121";"RAND";"Euronext Amsterdam";"EUR";"56.50";"58.00";"56.10";"57.86";"14/02/2018 17:37";"CET";"1168402";"66676612.98"
"RAPHAEL MICHEL S A";"FR0010038570";"MLRAM";"Euronext Access Paris";"EUR";"25.00";"25.00";"25.00";"25.00";"27/12/2017 16:30";"CET";"20";"500.00"
"RAPIDO PRET";"FR0012395457";"ML350";"Euronext Access Paris";"EUR";"0.50";"0.55";"0.50";"0.55";"13/02/2018 16:30";"CET";"2020";"1011.00"
"REALCO";"BE0003841583";"REAL";"Euronext Access Brussels";"EUR";"19.00";"19.00";"19.00";"19.00";"29/01/2018 16:30";"CET";"200";"3800.00"
"REALDOLMEN";"BE0003899193";"REA";"Euronext Brussels";"EUR";"33.60";"33.60";"32.80";"33.50";"14/02/2018 17:35";"CET";"4662";"154868.70"
"REALITES";"FR0011858190";"ALREA";"Euronext Growth Paris";"EUR";"25.60";"26.70";"25.40";"26.00";"14/02/2018 17:24";"CET";"8093";"209576.20"
"RECTICEL";"BE0003656676";"REC";"Euronext Brussels";"EUR";"9.15";"9.19";"8.94";"8.95";"14/02/2018 17:35";"CET";"44064";"399071.98"
"RECYLEX S.A.";"FR0000120388";"RX";"Euronext Paris";"EUR";"12.07";"12.56";"11.88";"12.55";"14/02/2018 17:35";"CET";"140646";"1724094.62"
"REDITUS,SGPS";"PTRED0AP0010";"RED";"Euronext Lisbon";"EUR";"0.118";"0.118";"0.118";"0.118";"09/02/2018 21:30";"BST";"16000";"1888.00"
"REFRESCO GROUP";"NL0011214010";"RFRG";"Euronext Amsterdam";"EUR";"19.87";"19.89";"19.84";"19.88";"14/02/2018 17:35";"CET";"190399";"3782346.42"
"REIBEL";"BE0003829463";"REI";"Euronext Access Brussels";"EUR";"2.52";"2.52";"2.52";"2.52";"25/01/2018 11:30";"CET";"585";"1474.20"
"REINET INVESTMENTS";"LU0383812293";"REINA";"Euronext Amsterdam";"EUR";"16.70";"16.70";"16.70";"16.70";"14/02/2018 09:32";"CET";"300";"5010.00"
"RELX";"NL0006144495";"REN";"Euronext Amsterdam";"EUR";"16.345";"16.52";"16.25";"16.40";"14/02/2018 17:35";"CET";"4578772";"75029537.66"
"REMY COINTREAU";"FR0000130395";"RCO";"Euronext Paris";"EUR";"105.20";"106.90";"105.00";"105.50";"14/02/2018 17:35";"CET";"100703";"10650292.60"
"REN";"PTREL0AM0008";"RENE";"Euronext Lisbon";"EUR";"2.46";"2.478";"2.448";"2.474";"14/02/2018 22:35";"BST";"873793";"2155424.798"
"RENAULT";"FR0000131906";"RNO";"Euronext Paris";"EUR";"85.27";"86.60";"83.65";"86.10";"14/02/2018 17:37";"CET";"1070756";"91560384.24"
"RESILUX";"BE0003707214";"RES";"Euronext Brussels";"EUR";"140.80";"140.80";"139.20";"140.60";"14/02/2018 17:35";"CET";"282";"39435.40"
"RETAIL ESTATES";"BE0003720340";"RET";"Euronext Brussels";"EUR";"73.00";"73.40";"72.50";"72.90";"14/02/2018 17:35";"CET";"10418";"758947.00"
"REWORLD MEDIA";"FR0010820274";"ALREW";"Euronext Growth Paris";"EUR";"1.725";"1.725";"1.65";"1.715";"14/02/2018 16:52";"CET";"23363";"39214.70"
"REXEL";"FR0010451203";"RXL";"Euronext Paris";"EUR";"13.75";"15.125";"13.75";"14.44";"14/02/2018 17:35";"CET";"2696845";"39099297.98"
"RIBER";"FR0000075954";"RIB";"Euronext Paris";"EUR";"3.415";"3.53";"3.33";"3.42";"14/02/2018 17:38";"CET";"176289";"601685.71"
"ROBERTET";"FR0000039091";"RBT";"Euronext Paris";"EUR";"405.00";"405.00";"400.00";"402.00";"14/02/2018 17:35";"CET";"112";"45022.00"
"ROBERTET CDV 87";"FR0000045619";"CBR";"Euronext Paris";"EUR";"44.00";"44.00";"44.00";"44.00";"12/10/2016 12:00";"CET";"36";"1584.00"
"ROBERTET CI";"FR0000045601";"CBE";"Euronext Paris";"EUR";"340.00";"340.00";"340.00";"340.00";"09/02/2018 11:30";"CET";"20";"6800.00"
"ROCTOOL";"FR0010523167";"ALROC";"Euronext Growth Paris";"EUR";"7.20";"7.45";"7.10";"7.45";"14/02/2018 17:17";"CET";"479";"3471.20"
"ROODMICROTEC";"NL0000440477";"ROOD";"Euronext Amsterdam";"EUR";"0.321";"0.322";"0.319";"0.321";"14/02/2018 17:27";"CET";"229055";"73303.392"
"ROODMICROTECWAR2";"NL0011556972";"WROD2";"Euronext Amsterdam";"EUR";"0.12";"0.12";"0.11";"0.12";"14/02/2018 17:17";"CET";"9976";"1157.12"
"ROSIER";"BE0003575835";"ENGB";"Euronext Brussels";"EUR";"171.00";"171.00";"171.00";"171.00";"12/02/2018 11:38";"CET";"123";"21033.00"
"ROTHSCHILD & CO";"FR0000031684";"ROTH";"Euronext Paris";"EUR";"30.35";"30.35";"29.65";"30.00";"14/02/2018 17:35";"CET";"16821";"504694.40"
"ROUGIER S.A.";"FR0000037640";"ALRGR";"Euronext Growth Paris";"EUR";"19.60";"19.70";"15.80";"16.00";"14/02/2018 17:29";"CET";"8451";"146193.60"
"ROULARTA";"BE0003741551";"ROU";"Euronext Brussels";"EUR";"22.60";"22.70";"22.40";"22.70";"14/02/2018 17:35";"CET";"654";"14704.00"
"ROUSSELET CENTRIF.";"FR0000035750";"MLROU";"Euronext Access Paris";"EUR";"7.05";"7.05";"7.05";"7.05";"29/01/2018 11:38";"CET";"230";"1621.50"
"ROYAL DUTCH SHELLA";"GB00B03MLX29";"RDSA";"Euronext Amsterdam";"EUR";"26.10";"26.16";"25.605";"25.92";"14/02/2018 17:39";"CET";"12749689";"330195519.27"
"ROYAL DUTCH SHELLB";"GB00B03MM408";"RDSB";"Euronext Amsterdam";"EUR";"26.30";"26.555";"26.09";"26.545";"14/02/2018 17:29";"CET";"11190";"294607.78"
"RTL GROUP";"LU0061462528";"RTL";"Euronext Brussels";"EUR";"68.00";"69.50";"67.90";"69.45";"14/02/2018 17:35";"CET";"14004";"964570.35"
"RUBIS";"FR0013269123";"RUI";"Euronext Paris";"EUR";"57.40";"57.75";"56.75";"57.00";"14/02/2018 17:35";"CET";"178861";"10221861.35"
"S.CLUBE BRAGA";"PTSCB0AM0001";"SCB";"Euronext Access Lisbon";"EUR";"3.00";"3.00";"3.00";"3.00";"30/01/2018 22:26";"BST";"27";"81.00"
"S.E.B.";"FR0000121709";"SK";"Euronext Paris";"EUR";"160.00";"160.00";"158.10";"159.00";"14/02/2018 17:35";"CET";"71251";"11359691.40"
"SABCA";"BE0003654655";"SAB";"Euronext Brussels";"EUR";"25.00";"25.00";"25.00";"25.00";"26/01/2018 16:30";"CET";"20";"500.00"
"SABETON";"FR0000060121";"SABE";"Euronext Paris";"EUR";"24.20";"24.20";"24.20";"24.20";"14/02/2018 16:30";"CET";"1579";"38211.80"
"SAFE ORTHOPAEDICS";"FR0012452746";"SAFOR";"Euronext Paris";"EUR";"0.508";"0.53";"0.508";"0.528";"14/02/2018 17:35";"CET";"24807";"12864.926"
"SAFRAN";"FR0000073272";"SAF";"Euronext Paris";"EUR";"85.20";"86.68";"83.86";"86.30";"14/02/2018 17:39";"CET";"1196497";"102401809.00"
"SAFWOOD";"IT0004013725";"ALWOO";"Euronext Growth Paris";"EUR";"0.05";"0.05";"0.05";"0.05";"03/05/2011 15:30";"CET";"1300";"65.00"
"SAG GEST";"PTSAG0AE0004";"SVA";"Euronext Lisbon";"EUR";"0.1675";"0.1695";"0.162";"0.164";"14/02/2018 22:02";"BST";"20486";"3402.1975"
"SAINT GOBAIN";"FR0000125007";"SGO";"Euronext Paris, Amsterdam, Brussels";"EUR";"42.825";"43.595";"42.52";"43.24";"14/02/2018 17:37";"CET";"2626184";"113328054.98"
"SAMSE";"FR0000060071";"SAMS";"Euronext Paris";"EUR";"171.00";"172.00";"171.00";"172.00";"14/02/2018 11:46";"CET";"65";"11155.00"
"SANOFI";"FR0000120578";"SAN";"Euronext Paris";"EUR";"63.79";"64.33";"63.34";"63.89";"14/02/2018 17:40";"CET";"3253039";"207891785.60"
"SANOFI NV18";"FR0013299450";"SANNV";"Euronext Paris";"EUR";"60.62";"60.62";"60.62";"60.62";"14/02/2018 11:30";"CET";"840";"50920.80"
"SAPEC";"BE0003625366";"SAP";"Euronext Brussels";"EUR";"68.80";"68.80";"62.00";"62.00";"13/02/2018 16:08";"CET";"43";"2686.40"
"SAPMER";"FR0010776617";"ALMER";"Euronext Growth Paris";"EUR";"30.20";"30.20";"30.20";"30.20";"14/02/2018 16:30";"CET";"231";"6976.20"
"SARTORIUS STED BIO";"FR0013154002";"DIM";"Euronext Paris";"EUR";"69.80";"70.95";"69.45";"70.70";"14/02/2018 17:35";"CET";"80076";"5616552.45"
"SAVENCIA";"FR0000120107";"SAVE";"Euronext Paris";"EUR";"81.80";"83.40";"81.60";"82.40";"14/02/2018 17:35";"CET";"3447";"283308.00"
"SAVONNERIE NYONS";"FR0013155975";"MLSDN";"Euronext Access Paris";"EUR";"15.60";"15.60";"15.60";"15.60";"12/02/2018 11:30";"CET";"10";"156.00"
"SBM OFFSHORE";"NL0000360618";"SBMO";"Euronext Amsterdam";"EUR";"13.37";"13.38";"12.955";"13.27";"14/02/2018 17:35";"CET";"1733421";"22874470.755"
"SBT";"FR0004175222";"MLSBT";"Euronext Access Paris";"EUR";"7.50";"7.50";"7.50";"7.50";"05/02/2018 12:53";"CET";"10";"75.00"
"SCANDINAVIAN HOUSE";"CH0220529603";"MLSHD";"Euronext Access Paris";"EUR";"17.51";"17.51";"17.51";"17.51";"13/05/2016 15:00";"CET";"500";"8755.00"
"SCBSM";"FR0006239109";"CBSM";"Euronext Paris";"EUR";"7.10";"7.10";"6.80";"7.10";"14/02/2018 16:25";"CET";"1792";"12611.55"
"SCEMI";"FR0010972091";"MLCMI";"Euronext Access Paris";"EUR";"2.00";"2.00";"2.00";"2.00";"22/01/2018 11:30";"CET";"30";"60.00"
"SCHEERD.V KERCHOVE";"BE0012378593";"SCHD";"Euronext Brussels";"EUR";"500.00";"500.00";"500.00";"500.00";"14/02/2018 11:30";"CET";"9";"4500.00"
"SCHLUMBERGER";"AN8068571086";"SLB";"Euronext Paris";"EUR";"53.00";"53.80";"52.40";"52.80";"14/02/2018 17:35";"CET";"10895";"576068.20"
"SCHNEIDER ELECTRIC";"FR0000121972";"SU";"Euronext Paris";"EUR";"69.46";"69.90";"68.30";"69.24";"14/02/2018 17:39";"CET";"2050978";"141934364.66"
"SCHNEIDER NV18";"FR0013308822";"SUNV";"Euronext Paris";"EUR";"67.08";"67.08";"67.08";"67.08";"13/02/2018 11:30";"CET";"15";"1006.20"
"SCHOBRUNN PARIS";"FR0010961920";"MLSCH";"Euronext Access Paris";"EUR";"40.00";"40.00";"40.00";"40.00";"06/02/2018 11:30";"CET";"9";"360.00"
"SCOR SE";"FR0010411983";"SCR";"Euronext Paris";"EUR";"35.50";"35.58";"35.12";"35.30";"14/02/2018 17:36";"CET";"459850";"16249997.32"
"SDC INV.";"PTSCO0AE0004";"SDCAE";"Euronext Lisbon";"EUR";"0.0664";"0.0664";"0.0662";"0.0664";"14/02/2018 20:07";"BST";"223969";"14869.5478"
"SECHE ENVIRONNEM.";"FR0000039109";"SCHP";"Euronext Paris";"EUR";"30.00";"30.00";"29.70";"29.70";"14/02/2018 17:29";"CET";"484";"14396.90"
"SECURINFOR";"FR0000071755";"MLSEC";"Euronext Access Paris";"EUR";"20.40";"20.40";"20.40";"20.40";"12/02/2018 16:30";"CET";"100";"2040.00"
"SELCODIS";"FR0000065492";"SLCO";"Euronext Paris";"EUR";"0.29";"0.29";"0.29";"0.29";"25/03/2009 00:00";"CET";"2074";"601.00"
"SELECTIRENTE";"FR0004175842";"SELER";"Euronext Paris";"EUR";"71.50";"71.50";"70.50";"70.50";"14/02/2018 16:30";"CET";"163";"11642.50"
"SELECTIRENTE NV18";"FR0013306107";"SELNV";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"SEMAPA";"PTSEM0AM0004";"SEM";"Euronext Lisbon";"EUR";"18.18";"18.18";"17.70";"18.04";"14/02/2018 22:35";"BST";"119611";"2141482.12"
"SEMPLICEMENTE SpA";"IT0005072811";"MLSMP";"Euronext Access Paris";"EUR";"0.81";"0.81";"0.81";"0.81";"05/08/2016 15:00";"CET";"100";"81.00"
"SENDR SE";"DE000A1YDAZ7";"MLSDR";"Euronext Access Paris";"EUR";"13.80";"13.80";"13.80";"13.80";"25/10/2016 15:00";"CET";"40";"552.00"
"SENSORION";"FR0012596468";"ALSEN";"Euronext Growth Paris";"EUR";"3.49";"3.545";"3.28";"3.355";"14/02/2018 17:10";"CET";"64904";"220652.93"
"SEQUA PETROLEUM NV";"NL0010623518";"MLSEQ";"Euronext Access Paris";"EUR";"0.0195";"0.0195";"0.0195";"0.0195";"14/02/2018 16:30";"CET";"16257";"317.0115"
"SEQUANA";"FR0011352590";"SEQ";"Euronext Paris";"EUR";"0.67";"0.69";"0.664";"0.674";"14/02/2018 17:35";"CET";"470017";"318644.267"
"SERGEFERRARI GROUP";"FR0011950682";"SEFER";"Euronext Paris";"EUR";"11.40";"11.55";"11.40";"11.55";"14/02/2018 14:24";"CET";"101";"1161.40"
"SERMA GROUP";"FR0000073728";"ALSER";"Euronext Growth Paris";"EUR";"220.00";"220.00";"220.00";"220.00";"31/01/2018 11:30";"CET";"10";"2200.00"
"SES";"LU0088087324";"SESG";"Euronext Paris";"EUR";"11.00";"11.665";"11.00";"11.24";"14/02/2018 17:35";"CET";"2333126";"26420514.485"
"SES IMAGOTAG";"FR0010282822";"SESL";"Euronext Paris";"EUR";"29.80";"29.90";"29.80";"29.85";"14/02/2018 17:35";"CET";"3489";"104130.40"
"SETTLEMENTS";"BE0974261902";"STTL";"Euronext Growth Brussels";"USD";"13.52";"13.52";"13.52";"13.52";"24/03/2017 15:30";"CET";"15000";"187690.79"
"SHOWROOMPRIVE";"FR0013006558";"SRP";"Euronext Paris";"EUR";"9.87";"9.94";"9.81";"9.94";"14/02/2018 17:35";"CET";"46571";"459727.11"
"SI PARTICIPATIONS";"FR0000061582";"ALSIP";"Euronext Growth Paris";"EUR";"10.40";"10.40";"10.40";"10.40";"13/02/2018 11:30";"CET";"10";"104.00"
"SIDETRADE";"FR0010202606";"ALBFR";"Euronext Growth Paris";"EUR";"68.60";"68.60";"68.60";"68.60";"14/02/2018 14:11";"CET";"54";"3704.40"
"SIEMENS";"DE0007236101";"SIA";"Traded not listed Brussels";"EUR";"109.44";"109.44";"108.00";"108.00";"14/02/2018 14:35";"CET";"67";"7306.40"
"SIF HOLDING";"NL0011660485";"SIFG";"Euronext Amsterdam";"EUR";"15.90";"16.16";"15.90";"16.04";"14/02/2018 17:35";"CET";"17770";"285140.98"
"SIGNAUX GIROD";"FR0000060790";"GIRO";"Euronext Paris";"EUR";"25.50";"25.80";"25.50";"25.50";"14/02/2018 17:35";"CET";"1137";"29098.00"
"SII";"FR0000074122";"SII";"Euronext Paris";"EUR";"24.30";"25.20";"23.70";"24.80";"14/02/2018 17:35";"CET";"25653";"635360.60"
"SILC";"FR0010679365";"MLSIL";"Euronext Access Paris";"EUR";"0.85";"0.85";"0.85";"0.85";"13/02/2018 11:30";"CET";"16";"13.60"
"SILKAN RT";"FR0010518605";"MLARI";"Euronext Access Paris";"EUR";"0.28";"0.28";"0.28";"0.28";"13/02/2018 16:30";"CET";"1";"0.28"
"SIMAT";"CI0000000832";"MLMAT";"Euronext Access Paris";"EUR";"5.30";"5.30";"5.30";"5.30";"12/01/2018 11:30";"CET";"1";"5.30"
"SIMO INTERNATIONAL";"FR0004038818";"MLSIM";"Euronext Access Paris";"EUR";"1.13";"1.13";"1.13";"1.13";"14/02/2018 11:30";"CET";"3000";"3390.00"
"SINTESI SpA";"IT0005072167";"MLSNT";"Euronext Access Paris";"EUR";"3.30";"3.30";"3.30";"3.30";"06/11/2015 15:00";"CET";"12";"39.60"
"SIOEN";"BE0003743573";"SIOE";"Euronext Brussels";"EUR";"28.15";"28.30";"28.10";"28.10";"14/02/2018 17:35";"CET";"1456";"40985.55"
"SIPEF";"BE0003898187";"SIP";"Euronext Brussels";"EUR";"60.90";"61.40";"60.70";"61.00";"14/02/2018 17:35";"CET";"11619";"709140.90"
"SKILL GAMING INC";"CA38055V2049";"MLSKL";"Euronext Access Paris";"EUR";"0.25";"0.25";"0.25";"0.25";"06/09/2017 11:30";"CET";"20";"5.00"
"SLIGRO FOOD GROUP";"NL0000817179";"SLIGR";"Euronext Amsterdam";"EUR";"43.40";"43.50";"42.95";"42.95";"14/02/2018 17:36";"CET";"25080";"1081023.80"
"SMALTO";"FR0011131788";"MLSML";"Euronext Access Paris";"EUR";"0.06";"0.06";"0.06";"0.06";"14/02/2018 16:30";"CET";"25100";"1506.00"
"SMALTO BSA";"FR0010649228";"SMLBS";"Euronext Access Paris";"EUR";"0.04";"0.04";"0.04";"0.04";"27/12/2016 15:30";"CET";"115298";"4611.92"
"SMARTPHOTO GROUP";"BE0974323553";"SMAR";"Euronext Brussels";"EUR";"15.34";"15.546";"15.006";"15.448";"14/02/2018 17:17";"CET";"138";"2128.394"
"SMCP";"FR0013214145";"SMCP";"Euronext Paris";"EUR";"20.04";"20.53";"20.04";"20.435";"14/02/2018 17:35";"CET";"15396";"313873.82"
"SMTPC";"FR0004016699";"SMTPC";"Euronext Paris";"EUR";"24.75";"24.85";"24.60";"24.80";"14/02/2018 17:24";"CET";"12616";"311785.30"
"SNOWWORLD";"NL0010627865";"SNOW";"Euronext Amsterdam";"EUR";"9.54";"9.56";"9.50";"9.56";"14/02/2018 14:03";"CET";"276";"2629.78"
"SOC FRANC CASINOS";"FR0010209809";"SFCA";"Euronext Paris";"EUR";"2.80";"2.80";"2.80";"2.80";"12/02/2018 16:54";"CET";"403";"1128.40"
"SOCIETE GENERALE";"FR0000130809";"GLE";"Euronext Paris";"EUR";"44.92";"45.97";"44.715";"45.60";"14/02/2018 17:36";"CET";"6765255";"307557764.405"
"SODEXO";"FR0000121220";"SW";"Euronext Paris";"EUR";"99.54";"99.94";"98.36";"99.40";"14/02/2018 17:35";"CET";"434172";"43092295.12"
"SODIFRANCE";"FR0000072563";"SOA";"Euronext Paris";"EUR";"18.50";"18.50";"18.50";"18.50";"14/02/2018 11:55";"CET";"100";"1850.00"
"SODITECH";"FR0000078321";"SEC";"Euronext Paris";"EUR";"1.09";"1.09";"1.09";"1.09";"14/02/2018 16:30";"CET";"500";"545.00"
"SOFIBUS PATRIMOINE";"FR0000038804";"SFBS";"Euronext Paris";"EUR";"172.00";"172.00";"172.00";"172.00";"14/02/2018 11:30";"CET";"100";"17200.00"
"SOFINA";"BE0003717312";"SOF";"Euronext Brussels";"EUR";"137.60";"137.80";"135.60";"136.40";"14/02/2018 17:35";"CET";"16209";"2214541.40"
"SOFRAGI";"FR0000030140";"SOFR";"Euronext Paris";"EUR";"1520.00";"1520.00";"1520.00";"1520.00";"14/02/2018 11:30";"CET";"1";"1520.00"
"SOFT COMPUTING";"FR0000075517";"SFT";"Euronext Paris";"EUR";"13.50";"13.90";"13.50";"13.90";"14/02/2018 17:24";"CET";"113";"1550.70"
"SOFTIMAT";"BE0003773877";"SOFT";"Euronext Growth Brussels";"EUR";"2.22";"2.22";"2.22";"2.22";"13/02/2018 11:30";"CET";"75";"166.50"
"SOGECLAIR";"FR0000065864";"SOG";"Euronext Paris";"EUR";"48.00";"48.80";"48.00";"48.80";"14/02/2018 17:26";"CET";"1089";"52516.80"
"SOITEC";"FR0013227113";"SOI";"Euronext Paris";"EUR";"57.50";"60.60";"57.15";"60.30";"14/02/2018 17:35";"CET";"215139";"12688642.00"
"SOLIA";"FR0010480533";"MLSOL";"Euronext Access Paris";"EUR";"22.50";"22.50";"22.50";"22.50";"25/10/2017 16:30";"CET";"31";"697.50"
"SOLOCAL GROUP";"FR0012938884";"LOCAL";"Euronext Paris";"EUR";"0.984";"1.005";"0.9815";"0.9975";"12/02/2018 17:35";"CET";"2646440";"2630025.85"
"SOLUTIONS 30 SE";"FR0013188844";"ALS30";"Euronext Growth Paris";"EUR";"28.80";"29.90";"28.70";"29.70";"14/02/2018 17:38";"CET";"60486";"1762767.90"
"SOLVAC NOM(RETAIL)";"BE0003545531";"SOLV";"Euronext Brussels";"EUR";"128.50";"129.00";"128.00";"129.00";"14/02/2018 17:13";"CET";"391";"50262.50"
"SOLVAY";"BE0003470755";"SOLB";"Euronext Brussels, Paris";"EUR";"109.35";"111.10";"108.40";"110.80";"14/02/2018 17:35";"CET";"381118";"42043403.70"
"SOMFY SA";"FR0013199916";"SO";"Euronext Paris";"EUR";"90.00";"90.00";"89.00";"89.40";"14/02/2018 17:35";"CET";"3898";"348808.10"
"SONAE";"PTSON0AM0001";"SON";"Euronext Lisbon";"EUR";"1.201";"1.212";"1.183";"1.189";"14/02/2018 22:35";"BST";"2755309";"3294198.17"
"SONAE CAPITAL";"PTSNP0AE0008";"SONC";"Euronext Lisbon";"EUR";"1.04";"1.05";"1.01";"1.036";"14/02/2018 22:36";"BST";"387979";"401495.94"
"SONAE IND.SGPS";"PTS3P0AM0025";"SONI";"Euronext Lisbon";"EUR";"3.66";"3.84";"3.66";"3.84";"14/02/2018 22:35";"BST";"76891";"289976.28"
"SONAECOM,SGPS";"PTSNC0AM0006";"SNC";"Euronext Lisbon";"EUR";"2.21";"2.28";"2.19";"2.19";"14/02/2018 22:30";"BST";"42081";"92891.95"
"SONAGI";"PTSNG0AM0007";"SNG";"Euronext Access Lisbon";"EUR";"3.10";"3.10";"3.10";"3.10";"08/02/2018 21:30";"BST";"200";"620.00"
"SOPRA STERIA GROUP";"FR0000050809";"SOP";"Euronext Paris";"EUR";"149.70";"151.80";"148.50";"151.00";"14/02/2018 17:35";"CET";"24885";"3744419.10"
"SPADEL";"BE0003798155";"SPA";"Euronext Brussels";"EUR";"220.00";"220.00";"220.00";"220.00";"13/02/2018 11:30";"CET";"10";"2200.00"
"SPEED RABBIT PIZZA";"FR0000054371";"MLSRP";"Euronext Access Paris";"EUR";"3.72";"3.72";"3.72";"3.72";"13/02/2018 11:30";"CET";"2";"7.44"
"SPIE";"FR0012757854";"SPIE";"Euronext Paris";"EUR";"19.32";"20.00";"19.18";"19.89";"14/02/2018 17:52";"CET";"402611";"7958030.54"
"SPINEGUARD";"FR0011464452";"ALSGD";"Euronext Growth Paris";"EUR";"3.30";"3.30";"3.14";"3.15";"14/02/2018 16:07";"CET";"8445";"26849.89"
"SPINEWAY";"FR0011398874";"ALSPW";"Euronext Growth Paris";"EUR";"3.75";"3.80";"3.75";"3.75";"14/02/2018 14:44";"CET";"2470";"9263.50"
"SPIR COMMUNICATION";"FR0000131732";"SPI";"Euronext Paris";"EUR";"3.64";"3.64";"3.50";"3.53";"21/02/2017 14:59";"CET";"3451";"12183.56"
"SPORTING";"PTSCP0AM0001";"SCP";"Euronext Lisbon";"EUR";"0.73";"0.73";"0.73";"0.73";"12/02/2018 21:30";"BST";"148";"108.04"
"SQLI";"FR0011289040";"SQI";"Euronext Paris";"EUR";"37.55";"37.60";"37.00";"37.00";"14/02/2018 17:35";"CET";"5000";"186684.00"
"SQLI BSAR042018";"FR0011023274";"SQIBS";"Euronext Paris";"EUR";"2.44";"2.52";"2.44";"2.52";"12/02/2018 12:03";"CET";"6400";"16016.00"
"ST DUPONT";"FR0000054199";"DPT";"Euronext Paris";"EUR";"0.154";"0.154";"0.152";"0.152";"14/02/2018 12:25";"CET";"71542";"10906.884"
"ST GOBAIN NV18";"FR0013308772";"SGONV";"Euronext Paris";"EUR";"41.50";"41.98";"41.50";"41.98";"14/02/2018 16:30";"CET";"310";"12889.00"
"ST.GUDULE-PL. CERT";"BE0003620318";"SAIG";"Euronext Brussels";"EUR";"5.00";"5.00";"5.00";"5.00";"14/02/2018 16:30";"CET";"38";"190.00"
"STALLERGENES GREER";"GB00BZ21RF93";"STAGR";"Euronext Paris";"EUR";"31.95";"32.90";"31.75";"31.85";"14/02/2018 17:35";"CET";"1124";"36022.50"
"STEAM FRANCE";"FR0013063559";"MLSTM";"Euronext Access Paris";"EUR";"14.00";"14.00";"14.00";"14.00";"07/01/2016 15:00";"CET";"2";"28.00"
"STEF";"FR0000064271";"STF";"Euronext Paris";"EUR";"95.10";"95.10";"94.00";"94.00";"14/02/2018 17:35";"CET";"4120";"389560.00"
"STELAX INDUSTRIES";"CA8584971003";"LAX";"Euronext Access Paris";"EUR";"0.011";"0.011";"0.011";"0.011";"14/02/2018 11:30";"CET";"20000";"220.00"
"STENTYS";"FR0010949404";"STNT";"Euronext Paris";"EUR";"1.998";"1.998";"1.904";"1.942";"14/02/2018 17:29";"CET";"80476";"155696.316"
"STERN GROEP";"NL0000336303";"STRN";"Euronext Amsterdam";"EUR";"18.50";"18.85";"18.35";"18.85";"14/02/2018 17:21";"CET";"3579";"66946.40"
"STMICROELECTRONICS";"NL0000226223";"STM";"Euronext Paris";"EUR";"17.52";"17.92";"17.28";"17.865";"14/02/2018 17:39";"CET";"2898706";"51265618.30"
"STRADIM ESPAC.FIN";"FR0000074775";"ALSAS";"Euronext Growth Paris";"EUR";"14.60";"14.60";"14.60";"14.60";"14/02/2018 13:21";"CET";"25";"365.00"
"STREAMWIDE";"FR0010528059";"ALSTW";"Euronext Growth Paris";"EUR";"6.20";"6.20";"6.10";"6.10";"14/02/2018 16:51";"CET";"740";"4514.10"
"STREAMWIDE BS";"FR0012790756";"STWDS";"Euronext Growth Paris";"EUR";"0.01";"0.01";"0.01";"0.01";"10/07/2017 14:51";"CET";"7";"0.07"
"STREIT MECANIQUE";"FR0000063976";"MLSTR";"Euronext Access Paris";"EUR";"17.20";"17.20";"17.20";"17.20";"26/01/2018 16:30";"CET";"1";"17.20"
"SUCRAF A & B";"BE0003463685";"SUCR";"Euronext Brussels";"EUR";"1.71";"1.71";"1.71";"1.71";"23/01/2018 16:30";"CET";"15";"25.65"
"SUEZ";"FR0010613471";"SEV";"Euronext Paris, Brussels";"EUR";"10.945";"11.275";"10.89";"11.095";"14/02/2018 17:35";"CET";"2390125";"26585345.575"
"SUEZ ENV NV18";"FR0013306115";"SEVNV";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"SUMO RESOURCES PLC";"GB00B8GJBS16";"MLSUM";"Euronext Access Paris";"EUR";"0.05";"0.05";"0.05";"0.05";"14/02/2018 16:30";"CET";"108000";"5400.00"
"SUMOL+COMPAL";"PTSML0AM0009";"SUCO";"Euronext Lisbon";"EUR";"1.67";"1.67";"1.67";"1.67";"14/02/2018 14:00";"BST";"252";"420.84"
"SUPERSONIC IMAGINE";"FR0010526814";"SSI";"Euronext Paris";"EUR";"1.854";"1.90";"1.854";"1.868";"14/02/2018 17:35";"CET";"27877";"52393.57"
"SWORD GROUP";"FR0004180578";"SWP";"Euronext Paris";"EUR";"35.25";"36.10";"35.00";"36.10";"14/02/2018 17:36";"CET";"6239";"222094.10"
"SYNERGIE";"FR0000032658";"SDG";"Euronext Paris";"EUR";"48.20";"49.50";"48.20";"49.40";"14/02/2018 17:35";"CET";"20822";"1022204.60"
"TAKEAWAY";"NL0012015705";"TKWY";"Euronext Amsterdam";"EUR";"51.60";"52.80";"50.70";"52.10";"14/02/2018 17:35";"CET";"127979";"6612705.20"
